ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,Starts,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,GP,GS,W,L,SV,BS,HLD,IP,HA,HRA,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
35367,SP,13,WARREN DEININGER,,20,USA,"New Orleans, LA","5' 9""",155 lbs,Right,Right,Ruston Tech,-,Good,CO Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,3,5,0,0,0,88.2,107,12,60,58,42,42,5.89,0.311,1.68,15.3,1.2,10.9,4.3,4.3,1,0,0,0,0,5.5,0,-0.4,-0.5,Slot,Extremely Hard,Average,1935,
35306,2B,23,WHITEY SMITH,,16,USA,"Chicago, IL","5' 10""",160 lbs,Left,Right,Princeton,-,Average,HS Junior,2,EX GB,83-85 Mph,Over the Top,Groundballer,25,25,127,114,51,9,2,0,29,46,5,4,11,0.447,0.48,0.561,33.9,12.7,0.114,0.448,1.041,0.455,0,1.5,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34521,SP,40,WILLIAM DUGGIN JR.,,16,USA,"Crawfordsville, IN","5' 11""",140 lbs,Right,Right,Lawrenceville,-,Average,HS Sophomore,3,GB,83-85 Mph,Over the Top,Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4,1,1,0,0,58.1,53,1,20,16,19,41,2.47,0.269,1.23,11.1,0.2,8.2,2.9,6.3,2.2,0,0,0,0,2.99,0,1.4,1.6,Slot,Extremely Hard,Average,1935,
35686,SP,12,WILLIE IBARRA,,18,PUR,"Jayuya, PON","5' 10""",145 lbs,Right,Right,Paducah,Bluegrass State,Average,HS Senior,3,FB,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,2,0,0,0,115,94,5,35,31,44,127,2.43,0.271,1.2,10.9,0.4,7.4,3.4,9.9,2.9,0,0,0,0,2.73,0,3.6,4,Slot,Hard,Average,1935,
35532,CF,11,WILLIE MURALLES,,17,USA,"Indianapolis, IN","5' 11""",160 lbs,Right,Right,Madison,Eastern State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,103,93,37,9,3,0,19,30,10,8,12,0.398,0.456,0.559,25.8,11.8,0.161,0.442,1.015,0.435,0,1.1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35717,SP,48,ZEKE KING,,17,USA,"Los Angeles, CA","6' 2""",160 lbs,Right,Right,Glendale,CC Los Angeles,Average,HS Senior,3,NEU,86-88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,9,4,0,0,0,130.2,103,4,27,25,29,154,1.72,0.275,1.01,9.1,0.3,7.1,2,10.6,5.3,0,0,0,0,1.91,0,6,6.4,Slot,Extremely Hard,Average,1935,
35568,3B,45,ZIP MURPHY,,18,USA,"Cloquet, MN","5' 11""",165 lbs,Right,Right,North Branch,Minnesota Tech,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,22,22,114,91,47,12,2,0,24,33,14,5,14,0.516,0.584,0.692,40.4,21.4,0.176,0.54,1.276,0.528,0,2.2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average,1935,
35649,C,3,ABNER ALMOND,,18,USA,"Clinton, MA","5' 10""",175 lbs,Right,Right,Sturbridge,El Paso Methodist,Average,HS Senior,1,EX FB,80-83 Mph,Over the Top,Normal,23,23,116,96,37,13,1,1,20,34,16,11,15,0.385,0.491,0.573,30.4,13.3,0.187,0.465,1.064,0.429,0,1.5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
33975,CF,12,AL BELL,,15,USA,"Lebanon, IL","5' 11""",160 lbs,Right,Right,Lebanon,-,Average,HS Freshman,1,FB,80-83 Mph,Over the Top,Normal,26,26,134,114,52,13,0,1,31,37,16,4,14,0.456,0.523,0.596,38.3,15.7,0.14,0.482,1.119,0.464,0,1.9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34291,CF,3,AL BLECHMAN,,18,USA,"Los Angeles, CA","5' 9""",150 lbs,Left,Right,Jordan,Daniel Boone College,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,131,119,59,20,1,1,36,54,6,2,22,0.496,0.519,0.706,46.1,18.3,0.21,0.515,1.225,0.492,0,2.3,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34612,SS,25,AL DEL ANGEL,,16,USA,"Mill Valley, CA","5' 9""",145 lbs,Right,Right,Drew,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,21,21,107,89,38,12,0,1,23,35,14,3,13,0.427,0.491,0.596,28.7,13.9,0.169,0.462,1.086,0.42,0,1.4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35331,LF,29,AL HERRING,,16,USA,"Kenosha, WI","6' 0""",165 lbs,Right,Right,Lake Park,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,133,116,50,10,1,1,30,46,10,7,12,0.431,0.477,0.56,33.3,12.2,0.129,0.448,1.038,0.441,0,1.5,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35310,CF,23,AL ROBERTS,,16,USA,"New Orleans, LA","5' 10""",150 lbs,Left,Right,Cohen College Prep,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,24,24,121,103,49,15,6,1,26,45,15,1,22,0.476,0.55,0.767,45.2,20,0.291,0.55,1.317,0.475,0,2.5,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35263,SP,7,ANDY GOMEZ,,17,USA,"Daytona Beach, FL","6' 2""",165 lbs,Left,Right,Havana,-,Average,HS Junior,3,NEU,84-86 Mph,Over the Top,Normal,25,25,127,111,44,7,2,1,23,41,12,6,10,0.396,0.444,0.523,28,10.5,0.126,0.417,0.967,0.402,0,1.1,0,3,1,15,15,8,3,0,0,0,106.2,92,5,35,31,41,117,2.62,0.283,1.25,11.2,0.4,7.8,3.5,9.9,2.9,0,0,0,0,2.77,0,3.3,3.4,Slot,Extremely Hard,Average,1935,
36058,C,28,ANDY LICANO,,18,PUR,"San Juan, SAN","6' 0""",175 lbs,Right,Right,Fort Hamilton,Pennsylvania American College,Average,HS Senior,3,FB,80-83 Mph,Normal (3/4),Normal,22,22,114,105,46,14,0,1,30,33,8,3,15,0.438,0.474,0.6,31.7,13.6,0.162,0.465,1.074,0.441,0,1.5,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35617,1B,55,ARTIE CARTER,,18,USA,"New Bedford, MA","5' 10""",170 lbs,Right,Right,Millville,Eastern State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,22,22,112,96,49,14,3,1,29,35,11,4,18,0.51,0.571,0.75,44.4,22.2,0.24,0.561,1.321,0.522,0,2.4,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Extremely Hard,Average,1935,
34344,3B,45,ARTIE ROMERO,,18,USA,"Brooklyn, NY","6' 0""",175 lbs,Right,Right,All Hallows,Central Ohio,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,21,21,108,97,53,15,3,1,34,38,8,4,19,0.546,0.574,0.794,45.7,26.2,0.247,0.577,1.368,0.553,0,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$2k,Extremely Hard,Average,1935,
35737,SP,30,BARNEY HARRISON,,16,USA,"Sheboygan, WI","6' 1""",155 lbs,Right,Right,Portage,-,Average,HS Junior,3,EX GB,85-87 Mph,Normal (3/4),Groundballer,23,23,115,113,42,3,0,1,27,30,0,12,4,0.372,0.377,0.425,18.4,6.8,0.053,0.353,0.802,0.41,0,0.4,0,3,1,12,6,2,2,0,0,0,53.2,56,1,26,25,30,22,4.19,0.278,1.6,14.8,0.2,9.4,5,3.7,0.7,0,0,0,0,4.41,0,0.3,0.6,Slot,Hard,Average,1935,
34007,C,24,BARNEY KING,,15,USA,"New York, NY","5' 9""",145 lbs,Switch,Right,Flushing,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,101,81,31,10,1,1,21,23,15,7,12,0.383,0.48,0.568,25.4,12,0.185,0.449,1.048,0.4,0,1.2,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35632,SS,25,BEN BERARD,,17,USA,"Philadelphia, PA","6' 0""",155 lbs,Right,Right,St. Frances Academy,Tallmadge State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,23,23,115,92,38,10,2,1,21,28,15,7,13,0.413,0.496,0.598,33.3,14.3,0.185,0.461,1.093,0.425,0,1.4,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
33989,C,2,BEN GOLDSMITH,,15,USA,"Northbridge, MA","5' 8""",160 lbs,Right,Right,Northbridge,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,104,86,35,11,0,1,24,26,14,7,12,0.407,0.5,0.57,26.4,12.5,0.163,0.46,1.07,0.436,0,1.3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
33896,RF,28,BEN HOUSE,,15,USA,"Piqua, OH","5' 7""",145 lbs,Left,Left,Piqua,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,123,97,41,7,2,1,26,34,17,8,10,0.423,0.516,0.567,31.9,14.1,0.144,0.469,1.083,0.44,0,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34081,CF,3,BERT THOMAS,,19,USA,"Nashville, TN","5' 10""",170 lbs,Right,Right,North Carolina Tech,-,Great,CO Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,52,52,263,246,78,13,8,1,44,56,13,3,22,0.317,0.361,0.447,43.4,6.6,0.13,0.355,0.808,0.318,0,0.9,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35506,SS,21,BIFF HENSON,,21,USA,"Seattle, WA","5' 10""",160 lbs,Left,Right,Lane State,-,Great,CO Junior,3,NEU,80-83 Mph,Over the Top,Normal,60,60,302,270,78,13,11,1,42,63,24,4,25,0.289,0.35,0.43,47.3,6.3,0.141,0.339,0.78,0.287,0,0.6,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3k,Hard,Average,1935,
33970,3B,25,BILL ANDERSON,,15,USA,"Columbus, OH","6' 0""",170 lbs,Right,Right,Central,-,Average,HS Freshman,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,118,94,41,10,0,1,27,34,15,6,11,0.436,0.521,0.574,32.2,14.5,0.138,0.474,1.096,0.444,0,1.6,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34630,3B,13,BILL BECKER,,15,USA,"East St. Louis, IL","6' 0""",160 lbs,Right,Right,Clayton,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,27,27,136,121,54,16,0,1,30,50,7,6,17,0.446,0.485,0.603,37.8,13.8,0.157,0.47,1.089,0.453,0,1.8,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34673,SP,11,BILL GALLAGHER,,18,USA,"Sac City, IA","5' 10""",145 lbs,Right,Right,Aurelia,Springfield State,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,9,9,46,42,15,6,0,1,12,12,1,6,7,0.357,0.386,0.571,9.3,8.3,0.214,0.393,0.958,0.4,0,0.3,0,2,1,14,14,8,2,0,0,0,99.1,89,4,29,26,27,75,2.36,0.258,1.17,10.5,0.4,8.1,2.4,6.8,2.8,0,0,0,0,3.03,0,2.7,3.6,Slot,Extremely Hard,Average,1935,
35667,SP,12,BILL LEBLANC,,18,CAN,"Moncton, NB","5' 6""",130 lbs,Left,Left,Union City,Portland Tech,Average,HS Senior,3,FB,86-88 Mph,Normal (3/4),Normal,10,10,52,48,18,5,2,1,16,15,2,4,8,0.375,0.404,0.625,11.8,9.1,0.25,0.432,1.029,0.386,0,0.5,0,9,4,16,16,10,1,0,0,0,110,88,5,25,22,23,124,1.8,0.262,1.01,9.2,0.4,7.2,1.9,10.1,5.4,0,0,0,0,2.19,0,4.4,5,Slot,Extremely Hard,Average,1935,
34153,SS,22,BILL LEHNERT,,20,USA,"Houma, LA","5' 8""",155 lbs,Right,Right,Mississippi Tech,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,46,46,231,198,61,12,4,1,33,44,25,3,17,0.308,0.386,0.424,39.3,7,0.116,0.356,0.81,0.305,0,0.8,0,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35494,2B,11,BILL PHELPS,,21,USA,"Boston, MA","5' 9""",160 lbs,Right,Right,Coastal State,-,Great,CO Junior,4,NEU,80-83 Mph,Normal (3/4),Normal,59,59,296,260,76,9,10,1,38,62,30,7,20,0.292,0.366,0.415,46.1,6.4,0.123,0.345,0.781,0.294,0,0.7,0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$700 ,Normal,Average,1935,
34438,CF,25,BILL RICKARD,,15,USA,"Buffalo, NY","5' 7""",135 lbs,Left,Left,Lima,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,21,21,107,89,41,11,2,1,27,30,14,5,14,0.461,0.533,0.663,33.4,17.3,0.202,0.503,1.196,0.476,0,1.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34480,SP,23,BILLY AYERS,,18,USA,"Falls City, NE","5' 10""",140 lbs,Right,Right,Falls City,Arkansas A&T,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,27,27,136,129,49,13,1,1,27,35,2,6,15,0.38,0.391,0.519,26.6,8.4,0.14,0.385,0.91,0.39,0,0.8,0,5,2,12,12,6,3,0,0,0,98,87,3,32,29,38,70,2.66,0.257,1.28,11.6,0.3,8,3.5,6.4,1.8,0,0,0,0,3.36,0,2.2,3.2,Slot,Extremely Hard,Average,1935,
34481,SP,17,BILLY CRANE,,18,USA,"Milwaukee, WI","5' 11""",160 lbs,Right,Right,Burlington,Grange College,Average,HS Senior,3,GB,83-85 Mph,Normal (3/4),Groundballer,26,26,133,125,47,12,2,1,25,43,3,13,15,0.376,0.386,0.528,26.3,8.2,0.152,0.388,0.914,0.404,0,0.8,0,10,4,13,8,4,2,0,0,0,63,46,1,12,11,14,76,1.57,0.273,0.95,8.9,0.1,6.6,2,10.9,5.4,0,0,0,0,1.76,0,2.8,3,Slot,Hard,Average,1935,
35729,C,25,BILLY ELKINS,,17,USA,"New Orleans, LA","5' 7""",160 lbs,Left,Right,Nicholls,Western Florida,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,137,108,44,15,0,1,26,32,21,6,16,0.407,0.515,0.574,35.7,13.4,0.167,0.466,1.089,0.422,0,1.8,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34002,C,22,BILLY HANLEY,,15,USA,"Akron, OH","5' 8""",145 lbs,Switch,Right,North,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,100,83,32,15,2,1,21,30,15,9,18,0.386,0.485,0.651,28.1,14.3,0.265,0.478,1.135,0.425,0,1.4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34311,LF,14,BILLY JORDAN JR,,18,USA,"Chicago, IL","5' 10""",155 lbs,Right,Right,Sacramento,North Carolina Tech,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,127,107,52,14,0,1,28,43,13,1,15,0.486,0.548,0.645,40.5,17.4,0.159,0.506,1.193,0.481,0,2.1,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1k,Extremely Hard,Average,1935,
35234,SS,53,BILLY SKOFF,,16,USA,"Brooklyn, NY","5' 9""",150 lbs,Switch,Right,Calhoun,-,Average,HS Junior,2,FB,83-85 Mph,Normal (3/4),Normal,25,25,129,109,47,16,1,1,31,34,16,6,18,0.431,0.508,0.624,37.8,15.5,0.193,0.484,1.132,0.447,0,1.9,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
34005,3B,23,BLACKIE PARKS,,15,USA,"Fostoria, OH","5' 10""",160 lbs,Right,Right,Fostoria,-,Average,HS Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,25,25,129,105,45,9,1,1,29,41,18,4,11,0.429,0.519,0.562,34.4,14.8,0.133,0.475,1.081,0.431,0,1.8,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35262,C,10,BOB ARTESAN,,17,USA,"Salt Lake City, UT","5' 7""",155 lbs,Left,Right,Midvale,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,21,21,105,86,38,13,1,1,24,35,16,5,15,0.442,0.519,0.651,31.6,15.5,0.209,0.494,1.17,0.451,0,1.6,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34602,SP,22,BOB ELDRIDGE,,16,USA,"Detroit, MI","5' 10""",145 lbs,Left,Right,Marshall,-,Average,HS Sophomore,3,FB,85-87 Mph,Normal (3/4),Normal,26,26,133,127,53,7,1,1,32,49,2,6,9,0.417,0.421,0.512,28.1,9.5,0.094,0.406,0.933,0.423,0,1,0,6,3,12,12,5,3,0,0,0,83,68,4,26,23,30,81,2.49,0.259,1.18,10.8,0.4,7.4,3.3,8.8,2.7,0,0,0,0,3.03,0,2.2,2.8,Slot,Extremely Hard,Average,1935,
34151,CF,50,BOB GRABOWSKI,,20,USA,"Detroit, MI","5' 10""",165 lbs,Right,Right,Western Florida,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,38,38,193,165,43,5,5,1,20,27,24,16,11,0.261,0.358,0.37,28.2,5.8,0.109,0.329,0.727,0.28,0,0.2,0,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34073,SP,21,BOB HOWE,,15,USA,"Roanoke, VA","6' 1""",160 lbs,Left,Left,Madison,-,Average,HS Sophomore,3,GB,85-87 Mph,Normal (3/4),Groundballer,24,24,120,117,42,11,1,1,25,30,2,8,13,0.359,0.375,0.496,21.7,7.7,0.137,0.379,0.871,0.38,0,0.6,0,1,1,12,12,7,1,0,0,0,85,59,1,13,12,20,101,1.27,0.257,0.93,8.4,0.1,6.2,2.1,10.7,5,0,0,0,0,1.68,0,4.1,4.8,Slot,Extremely Hard,Average,1935,
36423,LF,9,BOB MORAN,THE KENOSHA KID,16,USA,"Kenosha, WI","5' 11""",170 lbs,Left,Right,Kenosha,-,Average,HS Sophomore,1,EX FB,80-83 Mph,Normal (3/4),Normal,26,26,132,113,60,17,6,1,37,43,13,5,24,0.531,0.591,0.814,59.5,27.2,0.283,0.59,1.405,0.546,0,3.1,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34645,3B,8,BOB NETTLES,MENACE,16,USA,"Duluth, MN","5' 10""",160 lbs,Right,Right,Virginia,-,Average,HS Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,26,26,134,123,50,13,0,1,27,41,8,4,14,0.407,0.447,0.537,30.8,10.8,0.13,0.425,0.984,0.415,0,1.3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34622,LF,13,BOB PREWITT,,15,USA,"Louisville, KY","5' 11""",170 lbs,Switch,Right,Erin,-,Average,HS Sophomore,1,FB,80-83 Mph,Over the Top,Normal,22,22,111,87,41,15,0,1,24,34,14,5,16,0.471,0.565,0.678,36.1,19.1,0.207,0.519,1.243,0.488,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
36421,CF,32,BUD MULLEN,,15,USA,"Mobile, AL","5' 8""",180 lbs,Right,Right,Rain,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,114,101,52,15,5,1,27,43,9,5,21,0.515,0.544,0.792,46.5,22,0.277,0.557,1.336,0.52,0,2.4,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34231,SS,35,BUDDY RASH,,15,USA,"Piggott, AR","5' 11""",150 lbs,Right,Right,Piggott,-,Average,HS Freshman,1,NEU,80-83 Mph,Sidearm,Normal,24,24,122,101,45,12,6,1,26,41,16,3,19,0.446,0.521,0.713,42.7,17.5,0.267,0.507,1.234,0.449,0,2,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35480,CF,13,BUS HARRIS,,17,USA,"Bridgeport, CT","5' 10""",150 lbs,Left,Left,Hoboken,San Diego Maritime Academy,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,24,24,121,96,43,12,4,1,26,35,17,5,17,0.448,0.525,0.688,40.5,17.1,0.24,0.498,1.213,0.452,0,1.9,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$900 ,Extremely Hard,Average,1935,
34608,SS,25,BUSHER EVANS,BOB,16,USA,"East Chicago, IN","5' 11""",145 lbs,Right,Right,East Oakland,-,Average,HS Sophomore,4,NEU,83-85 Mph,Over the Top,Normal,22,22,111,97,37,10,0,1,21,34,9,8,11,0.381,0.431,0.515,23.3,9.4,0.134,0.405,0.947,0.4,0,0.9,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34356,3B,14,BUTCH CARROLL,,17,USA,"Louisa, KY","6' 2""",190 lbs,Right,Right,Louisa,Maryland State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,21,21,106,99,51,13,3,1,33,42,5,2,17,0.515,0.543,0.737,40.6,21.5,0.222,0.544,1.28,0.521,0,2.1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
34432,SP,17,CARL DAVIS,,18,USA,"Detroit, MI","5' 9""",140 lbs,Right,Right,Sanford,Grange College,Average,HS Senior,3,NEU,83-85 Mph,Normal (3/4),Normal,7,7,36,31,11,4,0,1,13,11,0,8,5,0.355,0.343,0.581,5.7,5.5,0.226,0.363,0.924,0.4,0,0.1,0,10,4,15,8,2,3,0,0,0,66.2,73,3,38,36,45,24,4.86,0.277,1.77,16.1,0.4,9.9,6.1,3.2,0.5,0,0,0,0,5.13,0,-0.1,0.2,Slot,Extremely Hard,Average,1935,
34013,SP,19,CHARLIE AGANI,,16,USA,"Dickson, TN","5' 6""",125 lbs,Right,Right,Bowling Green,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,25,25,127,121,44,12,2,1,25,36,2,6,15,0.364,0.368,0.521,23.8,7.8,0.157,0.374,0.889,0.371,0,0.6,0,3,1,14,8,3,2,0,0,0,62.2,57,2,23,20,24,59,2.87,0.284,1.29,11.8,0.3,8.2,3.4,8.5,2.5,0,0,0,0,2.93,0,1.6,1.5,Slot,Extremely Hard,Average,1935,
36131,2B,16,CHARLIE PIERCE,,18,USA,"Poteau, OK","5' 10""",155 lbs,Right,Right,Stringtown,Bayou State College,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,102,84,34,12,2,1,21,25,15,5,15,0.405,0.505,0.631,29.7,13.6,0.226,0.484,1.136,0.423,0,1.5,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Hard,Average,1935,
