ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,GS,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,G,GS,W,L,SV,BS,HLD,IP,HA,HR,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM
34230,C,24,PETE CASSTEVENS,PEANUT,17,CAN,"Montreal, QC","5' 9""",190 lbs,Right,Right,Syracuse,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,50,50,253,224,115,27,4,19,85,116,26,9,50,0.513,0.557,0.924,119.2,28.2,0.411,0.609,1.481,0.482,0,6.4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33811,SP,4,ROGER CAUTHEN,,17,USA,"Cincinnati, OH","6' 0""",165 lbs,Left,Left,Wyoming,-,Average,HS Junior,5,NEU,83-85 Mph,Normal (3/4),Normal,27,27,135,127,55,12,1,0,31,44,2,7,13,0.433,0.436,0.543,31,10.5,0.11,0.418,0.979,0.447,0,1.2,0,7,3,18,10,5,2,0,0,0,83.2,75,3,29,26,30,66,2.8,0.266,1.25,11.6,0.3,8.1,3.2,7.1,2.2,0,0,0,0,3.27,0,1.8,2.3,Slot
34211,CF,32,GENE CHASE,,17,USA,"Boston, MA","5' 10""",155 lbs,Left,Left,Woonsocket,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,45,45,226,204,98,21,2,0,53,68,12,7,23,0.48,0.505,0.603,65.3,14.7,0.123,0.473,1.107,0.488,0,3.1,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34591,SP,25,GORDON CHEEK,,17,USA,"New York, NY","6' 1""",165 lbs,Right,Right,Westinghouse,-,Average,HS Junior,4,NEU,87-89 Mph,Normal (3/4),Normal,15,15,78,75,27,9,2,2,22,24,2,9,13,0.36,0.372,0.613,16.7,8.7,0.253,0.413,0.985,0.385,0,0.7,0,6,3,37,37,21,7,0,0,0,292.2,232,9,67,59,64,338,1.81,0.274,1.01,9.2,0.3,7.1,2,10.4,5.3,0,0,0,0,1.99,0,12.9,13.4,Slot
34605,1B,15,TONY CLARK,,17,USA,"Hobart, OK","6' 1""",180 lbs,Right,Right,Lindsay,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,70,70,356,295,135,31,5,8,84,112,47,13,44,0.458,0.533,0.678,114.7,17.4,0.22,0.511,1.211,0.455,0,6.1,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34552,SP,24,LEE CLEM,,17,USA,"Abilene, TX","6' 4""",175 lbs,Right,Right,Coleman,-,Average,HS Junior,3,GB,85-87 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,19,7,0,0,0,258,193,4,61,52,82,255,1.81,0.248,1.07,9.8,0.1,6.7,2.9,8.9,3.1,0,0,0,0,2.44,0,9.3,11.3,Slot
34498,SP,2,CHRIS CLETO,,17,USA,"Big Spring, TX","5' 10""",140 lbs,Left,Left,Sweetwater,-,Average,HS Junior,3,NEU,88-90 Mph,Normal (3/4),Normal,35,35,178,171,68,17,4,5,46,54,3,9,26,0.398,0.403,0.632,43.1,10.3,0.234,0.433,1.035,0.396,0,1.8,0,14,6,40,40,21,7,0,0,0,278.2,239,12,80,70,68,287,2.26,0.278,1.1,10.1,0.4,7.7,2.2,9.3,4.2,0,0,0,0,2.51,0,9.8,10.3,Slot
34056,2B,11,JAY COBLENTZ,,20,USA,"North Chicago, IL","5' 8""",155 lbs,Right,Right,Springfield State,-,Great,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,95,95,478,415,113,17,3,3,60,77,52,13,23,0.272,0.353,0.349,62.8,5.2,0.077,0.317,0.702,0.273,0,0,0,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33755,CF,2,JEFF COCHRAN,,17,USA,"Carteret, NJ","6' 0""",155 lbs,Switch,Right,Wilmington,-,Average,HS Junior,1,NEU,80-83 Mph,Sidearm,Normal,21,21,108,94,45,14,6,2,26,38,11,1,22,0.479,0.546,0.819,45.5,22.8,0.34,0.569,1.365,0.473,0,2.4,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34596,CF,15,CLYDE COFFER,,17,USA,"St. Paul, MN","5' 11""",155 lbs,Right,Left,St. Paul,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,71,71,360,313,126,29,7,6,76,106,32,15,42,0.403,0.454,0.597,95.3,11.9,0.195,0.443,1.051,0.401,0,4,0,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34077,C,8,VERN COLBY,,17,USA,"Louisville, KY","6' 1""",180 lbs,Right,Right,Shelbyville,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,49,49,245,204,86,23,2,2,52,71,26,9,27,0.422,0.485,0.583,62.3,12.5,0.162,0.45,1.069,0.424,0,2.9,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34619,SP,22,HARL COLE,,17,USA,"Chicopee, MA","5' 11""",155 lbs,Right,Right,Newport,-,Average,HS Junior,3,NEU,86-88 Mph,Normal (3/4),Normal,17,17,87,78,31,15,2,1,21,26,0,10,18,0.397,0.369,0.679,19.2,8.6,0.282,0.407,1.049,0.411,0,0.7,0,8,4,38,38,20,8,0,0,0,290.1,226,5,65,60,92,282,1.86,0.255,1.1,9.9,0.2,7,2.9,8.7,3.1,0,0,0,0,2.44,0,10.5,13.4,Slot
33614,CF,20,DICK COLLINS,,17,USA,"San Francisco, CA","5' 10""",155 lbs,Left,Left,Newton,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,134,123,55,12,6,1,34,45,7,8,19,0.447,0.493,0.667,42.9,15.6,0.22,0.497,1.159,0.474,0,2.1,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34063,CF,4,BOB COOK,,17,USA,"Brooklyn, NY","5' 10""",160 lbs,Left,Left,Kingston,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,47,47,240,199,95,18,3,3,57,78,26,10,24,0.477,0.546,0.643,77.8,18.4,0.166,0.512,1.189,0.482,0,4.1,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34491,SS,15,PAT COOK,,17,USA,"Aberdeen, MS","5' 10""",150 lbs,Right,Right,Kellerman,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,66,66,338,281,126,34,12,4,69,97,40,14,50,0.448,0.521,0.698,119.2,17.2,0.249,0.504,1.219,0.459,0,5.5,0,102,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33602,SP,25,SLIM COOK,,17,USA,"Paterson, NJ","5' 10""",150 lbs,Right,Left,Haddonfield,-,Average,HS Junior,5,NEU,83-85 Mph,Normal (3/4),Normal,23,23,115,108,38,7,0,1,23,28,2,12,8,0.352,0.357,0.444,17.3,5.9,0.093,0.34,0.802,0.381,0,0.2,0,8,4,12,12,6,3,0,0,0,98.1,73,2,19,18,23,106,1.65,0.256,0.98,9.1,0.2,6.7,2.1,9.7,4.6,0,0,0,0,2.1,0,4.1,5,Slot
34039,CF,9,NELLIE CORBIN,,20,USA,"San Jose, CA","5' 10""",170 lbs,Right,Right,CC Los Angeles,-,Great,CO Sophomore,1,FB,80-83 Mph,Over the Top,Normal,94,94,475,417,128,16,10,4,66,94,37,7,30,0.307,0.381,0.422,78.6,6.8,0.115,0.355,0.803,0.304,0,1.6,0,75,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34487,C,18,JACK COX,,17,USA,"Sunbury, PA","5' 9""",170 lbs,Right,Right,Enola,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,76,76,383,306,118,40,2,6,73,108,55,33,48,0.386,0.484,0.588,95.9,12.1,0.203,0.454,1.072,0.41,0,4.6,0,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34657,SP,23,JOE CROSBY,BONEY JOE,17,USA,"Akron, OH","5' 10""",140 lbs,Left,Right,St. Peter's,-,Average,HS Junior,3,NEU,86-88 Mph,Normal (3/4),Normal,13,13,66,59,24,10,0,0,17,22,0,6,10,0.407,0.413,0.576,14.1,9,0.169,0.402,0.989,0.436,0,0.5,0,3,2,38,22,10,3,0,0,0,173.1,124,3,39,29,36,207,1.51,0.267,0.92,8.7,0.2,6.4,1.9,10.7,5.8,0,0,0,0,1.78,0,7.6,7.4,Slot
34258,2B,86,HERBERT CROSS,,17,USA,"Brooklyn, NY","5' 9""",145 lbs,Right,Right,Wallkill,-,Average,HS Junior,1,EX FB,80-83 Mph,Normal (3/4),Normal,40,40,205,171,77,22,9,3,43,68,31,8,34,0.45,0.539,0.737,73.5,18.9,0.287,0.535,1.276,0.463,0,3.9,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33789,C,14,BILL CROTTEAU,,17,USA,"New Castle, IN","6' 1""",195 lbs,Right,Right,New Castle,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,22,22,113,92,38,14,1,1,24,28,17,5,16,0.413,0.514,0.62,32,15.2,0.207,0.482,1.133,0.43,0,1.6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34534,C,7,GEORGE CRUMMETT,,17,USA,"Alamo, TN","5' 10""",175 lbs,Right,Right,Paris,-,Average,HS Junior,1,NEU,80-83 Mph,Over the Top,Normal,66,66,338,294,121,25,4,0,66,106,40,16,29,0.412,0.485,0.524,81.3,12.2,0.112,0.447,1.009,0.434,0,3.9,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34612,SS,25,AL DEL ANGEL,,17,USA,"Mill Valley, CA","5' 10""",150 lbs,Right,Right,Drew,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,68,68,344,294,126,43,2,6,78,115,42,16,51,0.429,0.493,0.65,101.1,14.9,0.221,0.482,1.142,0.433,0,5,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34250,2B,9,HI DIAZ,,17,USA,"Kansas City, MO","5' 7""",135 lbs,Right,Right,Kansas City,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,51,51,259,206,89,26,6,4,52,79,34,10,36,0.432,0.525,0.675,84.1,16.5,0.243,0.504,1.2,0.431,0,4.2,0,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34071,CF,14,COTTON DILLON,,17,USA,"Detroit, MI","5' 10""",150 lbs,Right,Right,Hillsdale,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,53,53,265,211,108,31,12,7,68,99,38,12,50,0.512,0.586,0.872,115.9,25.2,0.36,0.59,1.458,0.51,0,6.3,0,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34516,2B,17,BOB DOUGHERTY,,17,USA,"Boston, MA","5' 10""",160 lbs,Right,Right,Clinton,-,Average,HS Junior,1,NEU,80-83 Mph,Sidearm,Normal,65,65,330,272,113,25,5,4,72,102,42,16,34,0.415,0.498,0.588,88.6,13.7,0.173,0.462,1.087,0.427,0,4.2,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34521,SP,40,WILLIAM DUGGIN JR.,,17,USA,"Crawfordsville, IN","6' 0""",145 lbs,Right,Right,Lawrenceville,-,Average,HS Junior,3,GB,84-86 Mph,Over the Top,Groundballer,33,33,169,159,62,12,2,0,39,45,4,9,14,0.39,0.41,0.491,32.7,8.2,0.101,0.388,0.9,0.411,0,1.1,0,17,7,50,27,15,4,1,0,0,214.1,192,4,68,58,64,186,2.44,0.283,1.19,10.8,0.2,8.1,2.7,7.8,2.9,0,0,0,0,2.63,0,6.5,6.5,Slot
34588,SP,18,AL DUSTER,PRINCE OF THE PRAIRIE,17,USA,"Bellevue, NE","5' 9""",140 lbs,Right,Right,Council Bluffs,-,Average,HS Junior,4,NEU,84-86 Mph,Over the Top,Normal,27,27,141,129,46,14,6,7,36,41,3,20,27,0.357,0.358,0.721,30.9,8.3,0.364,0.423,1.079,0.364,0,1.3,0,20,9,43,43,29,3,0,0,0,334.2,224,5,50,43,62,467,1.16,0.271,0.85,7.8,0.1,6,1.7,12.6,7.5,0,0,0,0,1.2,0,19.6,19.4,Slot
34052,C,31,GENE DUTROW,,17,USA,"Newark, NJ","5' 8""",165 lbs,Left,Right,Naugatuck,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,48,48,242,201,81,17,3,3,53,69,29,12,23,0.403,0.481,0.562,60.5,12.8,0.159,0.451,1.044,0.408,0,2.8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34602,SP,22,BOB ELDRIDGE,,17,USA,"Detroit, MI","5' 11""",145 lbs,Left,Right,Marshall,-,Average,HS Junior,3,FB,86-88 Mph,Normal (3/4),Normal,59,59,301,287,119,24,4,6,76,102,4,19,34,0.415,0.423,0.589,71.8,10.7,0.174,0.43,1.012,0.425,0,3,0,11,6,41,35,16,7,0,0,0,251,202,12,76,67,96,250,2.4,0.254,1.19,10.9,0.4,7.2,3.4,9,2.6,0,0,0,0,3.05,0,6.6,8.7,Slot
34580,CF,1,DOM EMERSON,,17,USA,"Chicago, IL","5' 10""",155 lbs,Left,Right,Joliet,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,73,73,368,307,127,23,6,4,83,98,32,19,33,0.414,0.486,0.567,95.9,12.5,0.153,0.453,1.053,0.423,0,4.4,0,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34585,CF,33,RULY ENBRIDGE,,17,USA,"Detroit, MI","6' 0""",170 lbs,Right,Right,Central,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,71,71,362,305,147,40,9,4,89,132,38,18,53,0.482,0.546,0.711,129.5,19.5,0.23,0.525,1.258,0.5,0,6.6,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34044,2B,10,JOHNNY ENGLISH,,20,USA,"Huntington, WV","6' 0""",185 lbs,Left,Right,Brooklyn Catholic,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,107,107,538,482,127,21,2,3,72,98,50,39,26,0.263,0.33,0.334,59.3,4.2,0.071,0.301,0.664,0.279,0,-0.7,0,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33620,SP,25,ERNIE ESPANOZA,,17,USA,"Alice, TX","6' 3""",165 lbs,Left,Left,Fulton,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,8,8,40,36,14,6,2,0,13,11,1,5,8,0.389,0.405,0.667,9.1,9.1,0.278,0.417,1.072,0.452,0,0.3,0,4,2,12,12,9,0,0,0,0,92,65,1,17,14,23,107,1.37,0.254,0.96,8.6,0.1,6.4,2.3,10.5,4.7,0,0,0,0,1.77,0,4.4,4.8,Slot
34626,SP,40,BILL EVANS,,17,USA,"St. Charles, MO","6' 0""",160 lbs,Left,Left,Maplewood,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,47,47,239,217,77,17,2,5,53,62,11,18,24,0.355,0.385,0.521,44.9,7.9,0.166,0.381,0.905,0.364,0,1.4,0,10,5,43,43,20,9,0,0,0,293.1,256,5,90,85,109,258,2.61,0.278,1.24,11.4,0.2,7.9,3.3,7.9,2.4,0,0,0,0,2.85,0,8.9,10.2,Slot
34608,SS,25,BUSHER EVANS,BOB,17,USA,"East Chicago, IN","5' 11""",150 lbs,Right,Right,East Oakland,-,Average,HS Junior,4,NEU,83-85 Mph,Over the Top,Normal,68,68,346,299,115,29,2,7,77,102,31,25,38,0.385,0.441,0.565,79.7,10.6,0.181,0.424,1.006,0.397,0,3.2,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34527,3B,16,DICK FABER,,17,USA,"Malden, MA","6' 0""",170 lbs,Switch,Right,Manchester,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,68,68,343,313,138,43,2,4,84,119,24,10,49,0.441,0.482,0.629,98.5,14.4,0.188,0.478,1.112,0.445,0,4.8,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34098,C,2,JIMMY FAERBER,,17,USA,"Berea, OH","6' 0""",175 lbs,Left,Right,Cambridge,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,51,51,258,210,84,21,0,9,53,68,35,16,30,0.4,0.486,0.629,69.5,13.4,0.229,0.467,1.115,0.397,0,3.4,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34101,SP,29,JIM FARROW,,20,USA,"Tulsa, OK","5' 9""",150 lbs,Left,Left,Marquis College,-,Good,CO Sophomore,4,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,9,14,0,0,0,223,261,29,167,162,165,99,6.54,0.296,1.91,17.3,1.2,10.5,6.7,4,0.6,0,0,0,0,6.26,0,-2.5,-2.4,Slot
34093,2B,22,ERIC FIORE,,17,USA,"Toledo, OH","5' 10""",150 lbs,Right,Right,East,-,Average,HS Junior,1,FB,80-83 Mph,Over the Top,Normal,45,45,231,174,86,27,9,2,54,72,35,3,38,0.494,0.604,0.787,94.6,24.6,0.293,0.571,1.391,0.491,0,5.1,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34047,3B,6,JOE FOX,,17,USA,"Seattle, WA","5' 10""",155 lbs,Right,Right,Ellensburg,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,50,50,256,213,95,23,8,3,58,70,30,11,34,0.446,0.516,0.671,82.8,16.6,0.225,0.499,1.187,0.451,0,4.1,0,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34301,CF,16,TOM FREDERICK,MR. VERSATILITY,20,USA,"Quanah, TX","5' 10""",165 lbs,Left,Right,Hammond College,-,Good,CO Sophomore,1,NEU,80-83 Mph,Normal (3/4),Normal,117,117,589,506,150,24,13,4,88,117,68,28,41,0.296,0.388,0.419,98.9,7.1,0.123,0.361,0.807,0.306,0,2.3,0,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34624,3B,43,KING FRENCH,,17,USA,"Gatlinburg, TN","6' 1""",170 lbs,Right,Right,Brevard,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,67,67,340,294,127,32,2,4,74,110,35,17,38,0.432,0.497,0.595,92.1,13.7,0.163,0.472,1.092,0.446,0,4.6,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34647,SP,3,ED FUNKHOUSER,,17,USA,"Hagerstown, MD","5' 11""",155 lbs,Right,Right,St. Albans,-,Average,HS Junior,4,NEU,86-88 Mph,Normal (3/4),Normal,46,46,235,224,86,16,2,0,50,69,7,12,18,0.384,0.404,0.473,43.4,8,0.089,0.386,0.877,0.402,0,1.4,0,10,6,40,33,19,3,0,0,0,246.1,188,8,66,59,91,307,2.16,0.271,1.13,10.3,0.3,6.9,3.3,11.2,3.4,0,0,0,0,2.26,0,9.9,9.8,Slot
34061,C,11,CHARLIE GAGNON,,20,USA,"Milwaukee, WI","5' 7""",165 lbs,Right,Right,Topeka State,-,Great,CO Sophomore,1,NEU,80-83 Mph,Sidearm,Normal,106,106,533,439,119,27,12,10,77,93,84,51,49,0.271,0.394,0.456,86.8,6.6,0.185,0.375,0.849,0.287,0,2.7,0,72,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34506,SP,1,TONY GARZA,,17,USA,"Waverly, TN","5' 11""",140 lbs,Right,Right,East,-,Average,HS Junior,4,GB,85-87 Mph,Over the Top,Groundballer,41,41,214,201,72,16,4,2,45,63,5,23,22,0.358,0.368,0.507,37,6.8,0.149,0.367,0.876,0.391,0,1,0,17,9,43,34,18,5,0,0,0,247,195,4,64,59,91,246,2.15,0.264,1.16,10.6,0.1,7.1,3.3,9,2.7,0,0,0,0,2.6,0,8.2,10,Slot
34556,CF,10,JIMMY GAUTHIER,JUMPIN' JIM,17,CAN,"Carleton Place, ON","5' 9""",150 lbs,Right,Right,Western Hills,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,71,71,359,297,143,44,17,4,82,133,53,13,65,0.481,0.559,0.785,144.5,22.3,0.303,0.556,1.344,0.491,0,7.5,0,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34510,SS,13,ALEX GERALD,,17,USA,"New Orleans, LA","6' 4""",180 lbs,Right,Right,New Orleans Military and Maritime Academy,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,66,66,341,295,121,31,4,0,71,90,36,13,35,0.41,0.473,0.542,81.9,11.9,0.132,0.441,1.016,0.423,0,3.7,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
33625,SP,21,HAL GIDLEY,,17,USA,"Brockton, MA","6' 0""",155 lbs,Left,Right,Upton,-,Average,HS Junior,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,4,0,0,0,120,120,5,52,51,60,85,3.83,0.287,1.5,13.7,0.4,9,4.5,6.4,1.4,0,0,0,0,3.88,0,1.9,2.3,Slot
34084,C,55,DOUG GILES,,17,USA,"New York, NY","5' 9""",165 lbs,Right,Right,Germantown,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,43,43,220,181,79,18,2,2,52,70,30,14,22,0.436,0.518,0.591,60.6,14.3,0.155,0.478,1.11,0.458,0,3.1,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34035,SP,6,FRANKIE GOLDBLATT,,17,USA,"Atchison, KS","5' 8""",140 lbs,Right,Right,Atchison,-,Average,HS Junior,3,FB,85-87 Mph,Normal (3/4),Normal,30,30,155,142,52,15,0,2,39,48,3,18,17,0.366,0.375,0.514,28.6,7.7,0.148,0.372,0.889,0.394,0,0.8,0,4,2,26,15,8,2,0,0,0,119,93,4,37,34,57,133,2.57,0.266,1.26,11.7,0.3,7,4.3,10.1,2.3,0,0,0,0,2.96,0,3.1,3.8,Slot
34598,SP,27,WILLIE GONZALEZ JR.,,17,USA,"Milwaukee, WI","5' 10""",145 lbs,Switch,Right,Capital Academy,-,Average,HS Junior,4,NEU,90-92 Mph,Over the Top,Normal,39,39,205,190,74,12,4,3,47,62,1,9,19,0.389,0.392,0.542,40.8,8.1,0.153,0.388,0.934,0.388,0,1.3,0,22,9,39,39,25,4,0,0,0,287.2,223,11,72,63,80,342,1.97,0.268,1.05,9.7,0.3,7,2.5,10.7,4.3,0,0,0,0,2.24,0,11.5,12.3,Slot
34517,SS,24,GLENN GOOD,,17,USA,"Oil City, PA","5' 11""",150 lbs,Right,Right,Mt. Lebanon,-,Average,HS Junior,1,FB,80-83 Mph,Normal (3/4),Normal,71,71,364,316,129,33,7,6,73,102,31,24,46,0.408,0.469,0.614,103.9,13.5,0.206,0.46,1.083,0.424,0,4.6,0,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34025,CF,10,BOBO GRAHAM,,20,USA,"Wabash, IN","6' 0""",175 lbs,Right,Right,Minnesota Tech,-,Good,CO Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,102,102,510,448,137,18,6,2,73,104,55,14,26,0.306,0.383,0.386,78.5,6.4,0.08,0.346,0.77,0.312,0,1.3,0,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34065,CF,2,JOHN GRAVES,,17,USA,"New Philadelphia, PA","5' 10""",155 lbs,Right,Right,Union Bridge,-,Average,HS Junior,6,GB,83-85 Mph,Over the Top,Groundballer,49,49,247,200,84,25,9,3,47,70,38,15,37,0.42,0.506,0.68,76.1,14.9,0.26,0.494,1.186,0.433,0,3.8,0,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot
34488,SP,6,BILL GRAY,,17,USA,"Arlington, MA","6' 0""",150 lbs,Right,Right,St. Patrick's Prep,-,Average,HS Junior,3,NEU,89-91 Mph,Normal (3/4),Normal,57,57,291,274,112,31,2,3,73,91,2,10,36,0.409,0.411,0.569,64.4,9.5,0.161,0.411,0.98,0.408,0,2.4,0,19,9,44,44,24,8,0,0,0,333.1,276,12,106,98,147,331,2.65,0.265,1.27,11.6,0.3,7.5,4,8.9,2.3,0,0,0,0,3.05,0,9,11.1,Slot
